"","datetime","file_name","well","port","screen_top","screen_bottom","monitoring_location","portloc","sensor_elev","baro_m","liner_m","value_m","head_masl","value_adj"
"14",2024-05-12 12:45:00,"ELR1-R1_Port14_077753_20240626_1107.rsk","ELR1-R1","14",66.66,67.06,66.94,"14 - 66.94 mbTOC",311.18,9.85765879681918,15.0570941778207,69.2047513433713,370.527092546552,0.234828328954165
"15",2024-05-12 12:45:00,"ELR1-R1_Port15_208663_20240626_1101.rsk","ELR1-R1","15",62.89,63.29,63.18,"15 - 63.18 mbTOC",314.94,9.85765879681918,15.0570941778207,65.832626404122,370.914967607303,0.23659715311868
"16",2024-05-12 12:45:00,"ELR1-R1_Port16_208651_20240626_1035.rsk","ELR1-R1","16",60.77,61.17,61.06,"16 - 61.06 mbTOC",317.06,9.85765879681918,15.0570941778207,63.5385071704973,370.740848373678,0.138745837471944
"17",2024-05-18 18:35:00,"ELR1-R1_Port01_078489_20240626_1200.rsk","ELR1-R1","01",129.23,129.63,129.51,"01 - 129.51 mbTOC",248.61,9.8836498297736,14.7465401169825,129.282627233253,368.00897740348,-2.73783597896218
"18",2024-05-18 18:35:00,"ELR1-R1_Port02_208678_20240626_1157.rsk","ELR1-R1","02",122.5,122.9,122.78,"02 - 122.78 mbTOC",255.34,9.8836498297736,14.7465401169825,122.606071702685,368.062421872911,-3.38279587700804
"19",2024-05-18 18:35:00,"ELR1-R1_Port03_082140_20240626_1153.rsk","ELR1-R1","03",115.71,116.11,116,"03 - 116 mbTOC",262.12,9.8836498297736,14.7465401169825,115.90118840945,368.137538579677,-3.35999472118145
"20",2024-05-18 18:35:00,"ELR1-R1_Port04_208674_20240626_1156.rsk","ELR1-R1","04",108,108.4,108.27,"04 - 108.27 mbTOC",269.85,9.8836498297736,14.7465401169825,108.74074155105,368.707091721276,-2.61172020014099
"21",2024-05-18 18:35:00,"ELR1-R1_Port05_208669_20240626_1156.rsk","ELR1-R1","05",102.16,102.56,102.43,"05 - 102.43 mbTOC",275.69,9.8836498297736,14.7465401169825,102.914813809449,368.721163979675,-2.58124126871085
"22",2024-05-18 18:35:00,"ELR1-R1_Port06_081844_20240626_1140.rsk","ELR1-R1","06",97.82,98.22,98.13,"06 - 98.13 mbTOC",279.99,9.8836498297736,14.7465401169825,98.7392412916448,368.845591461871,-2.57317373582727
"23",2024-05-18 18:35:00,"ELR1-R1_Port07_081817_20240626_1129.rsk","ELR1-R1","07",93.2,93.6,93.51,"07 - 93.51 mbTOC",284.61,9.8836498297736,14.7465401169825,94.1506115894552,368.876961759682,-2.57863611126595
"24",2024-05-18 18:35:00,"ELR1-R1_Port08_208659_20240626_1129.rsk","ELR1-R1","08",90.54,90.94,90.83,"08 - 90.83 mbTOC",287.29,9.8836498297736,14.7465401169825,91.3663599866561,368.772710156883,-2.57199750816169
"25",2024-05-18 18:35:00,"ELR1-R1_Port09_078180_20240626_1129.rsk","ELR1-R1","09",87.08,87.48,87.38,"09 - 87.38 mbTOC",290.74,9.8836498297736,14.7465401169825,88.0001962062444,368.856546376471,-2.56325785825288
"26",2024-05-18 18:35:00,"ELR1-R1_Port10_208648_20240626_1131.rsk","ELR1-R1","10",82.05,82.45,82.33,"10 - 82.33 mbTOC",295.79,9.8836498297736,14.7465401169825,82.9200569997788,368.826407170005,-2.51211518010884
"27",2024-05-18 18:35:00,"ELR1-R1_Port11_078182_20240626_1129.rsk","ELR1-R1","11",77.24,77.64,77.56,"11 - 77.56 mbTOC",300.56,9.8836498297736,14.7465401169825,78.3963316317695,369.072681801996,-2.34639978033353
"28",2024-05-18 18:35:00,"ELR1-R1_Port12_206590_20240626_1121.rsk","ELR1-R1","12",73.04,73.44,73.37,"12 - 73.37 mbTOC",304.75,9.8836498297736,14.7465401169825,74.2570199716163,369.123370141843,-2.16392579830023
"29",2024-05-18 18:35:00,"ELR1-R1_Port13_078184_20240626_1124.rsk","ELR1-R1","13",69.05,69.45,69.33,"13 - 69.33 mbTOC",308.79,9.8836498297736,14.7465401169825,70.3582106431344,369.264560813361,-1.26622297982354
"30",2024-05-18 18:35:00,"ELR1-R1_Port14_077753_20240626_1107.rsk","ELR1-R1","14",66.66,67.06,66.94,"14 - 66.94 mbTOC",311.18,9.8836498297736,14.7465401169825,67.7543104383674,369.050660608594,-1.21561257604965
"31",2024-05-18 18:35:00,"ELR1-R1_Port15_208663_20240626_1101.rsk","ELR1-R1","15",62.89,63.29,63.18,"15 - 63.18 mbTOC",314.94,9.8836498297736,14.7465401169825,64.4337247862432,369.49007495647,-1.16230446476008
"32",2024-05-18 18:35:00,"ELR1-R1_Port16_208651_20240626_1035.rsk","ELR1-R1","16",60.77,61.17,61.06,"16 - 61.06 mbTOC",317.06,9.8836498297736,14.7465401169825,62.4607052462259,369.637055416452,-0.939056086799461
