"","datetime","file_name","well","port","screen_top","screen_bottom","monitoring_location","portloc","sensor_elev","baro_m","liner_m","value_m","head_masl","value_adj"
"1",2024-05-12 12:45:00,"ELR1-R1_Port01_078489_20240626_1200.rsk","ELR1-R1","01",129.23,129.63,129.51,"01 - 129.51 mbTOC",248.61,9.85765879681918,15.0570941778207,131.294839198833,370.047180402014,-0.7256240133826
"2",2024-05-12 12:45:00,"ELR1-R1_Port02_208678_20240626_1157.rsk","ELR1-R1","02",122.5,122.9,122.78,"02 - 122.78 mbTOC",255.34,9.85765879681918,15.0570941778207,127.167524324032,372.649865527213,1.1786567443386
"3",2024-05-12 12:45:00,"ELR1-R1_Port03_082140_20240626_1153.rsk","ELR1-R1","03",115.71,116.11,116,"03 - 116 mbTOC",262.12,9.85765879681918,15.0570941778207,120.447198188932,372.709539392113,1.18601505830031
"4",2024-05-12 12:45:00,"ELR1-R1_Port04_208674_20240626_1156.rsk","ELR1-R1","04",108,108.4,108.27,"04 - 108.27 mbTOC",269.85,9.85765879681918,15.0570941778207,112.156672627846,372.149013831027,0.804210876655304
"5",2024-05-12 12:45:00,"ELR1-R1_Port05_208669_20240626_1156.rsk","ELR1-R1","05",102.16,102.56,102.43,"05 - 102.43 mbTOC",275.69,9.85765879681918,15.0570941778207,106.275851161077,372.108192364258,0.779796082917557
"6",2024-05-12 12:45:00,"ELR1-R1_Port06_081844_20240626_1140.rsk","ELR1-R1","06",97.82,98.22,98.13,"06 - 98.13 mbTOC",279.99,9.85765879681918,15.0570941778207,102.089127780263,372.221468983444,0.776712752791354
"7",2024-05-12 12:45:00,"ELR1-R1_Port07_081817_20240626_1129.rsk","ELR1-R1","07",93.2,93.6,93.51,"07 - 93.51 mbTOC",284.61,9.85765879681918,15.0570941778207,97.5027293485397,372.255070551721,0.773481647818528
"8",2024-05-12 12:45:00,"ELR1-R1_Port08_208659_20240626_1129.rsk","ELR1-R1","08",90.54,90.94,90.83,"08 - 90.83 mbTOC",287.29,9.85765879681918,15.0570941778207,94.7092803412122,372.141621544393,0.770922846394441
"9",2024-05-12 12:45:00,"ELR1-R1_Port09_078180_20240626_1129.rsk","ELR1-R1","09",87.08,87.48,87.38,"09 - 87.38 mbTOC",290.74,9.85765879681918,15.0570941778207,91.3364354018773,372.218776605058,0.772981337380003
"10",2024-05-12 12:45:00,"ELR1-R1_Port10_208648_20240626_1131.rsk","ELR1-R1","10",82.05,82.45,82.33,"10 - 82.33 mbTOC",295.79,9.85765879681918,15.0570941778207,86.1640623583145,372.096403561495,0.73189017842688
"11",2024-05-12 12:45:00,"ELR1-R1_Port11_078182_20240626_1129.rsk","ELR1-R1","11",77.24,77.64,77.56,"11 - 77.56 mbTOC",300.56,9.85765879681918,15.0570941778207,81.3809575479034,372.083298751084,0.63822613580038
"12",2024-05-12 12:45:00,"ELR1-R1_Port12_206590_20240626_1121.rsk","ELR1-R1","12",73.04,73.44,73.37,"12 - 73.37 mbTOC",304.75,9.85765879681918,15.0570941778207,76.9186925099055,371.811033713086,0.497746739988955
"13",2024-05-12 12:45:00,"ELR1-R1_Port13_078184_20240626_1124.rsk","ELR1-R1","13",69.05,69.45,69.33,"13 - 69.33 mbTOC",308.79,9.85765879681918,15.0570941778207,71.8964364667785,370.828777669959,0.272002843820474
